,id,text,author
7701,id08682,"The epidemic and riots of were very sparsely treated, as if they formed a discredit to the county.",HP Lovecraft
11456,id06421,"They had talked about dying and half deserted Innsmouth for nearly a century, and nothing new could be wilder or more hideous than what they had whispered and hinted years before.",HP Lovecraft
18078,id13918,"Here the vast bed of the waters, seamed and scarred into a thousand conflicting channels, burst suddenly into phrensied convulsion heaving, boiling, hissing gyrating in gigantic and innumerable vortices, and all whirling and plunging on to the eastward with a rapidity which water never elsewhere assumes except in precipitous descents.",Edgar Alan Poe
16188,id02181,"Modern discoveries, indeed, in what may be termed ethical magnetism or magnetoesthetics, render it probable that the most natural, and, consequently, the truest and most intense of the human affections are those which arise in the heart as if by electric sympathy in a word, that the brightest and most enduring of the psychal fetters are those which are riveted by a glance.",Edgar Alan Poe
9118,id21610,"They seemed full of careful thought, and a few words of their conversation that reached me, induced me to approach and make further enquiries.",Mary Wollstonecraft Shelley 
7026,id26557,"As many visitors came to view the prodigious tree, as to admire the art of the sculptor, so that Musides was seldom alone.",HP Lovecraft
2615,id21972,"The head of which only the back was visible, rivalled in outline that of the Greek Psyche, and was rather displayed than concealed by an elegant cap of gaze aerienne, which put me in mind of the ventum textilem of Apuleius.",Edgar Alan Poe
9818,id17819,I shall no longer see the sun or stars or feel the winds play on my cheeks.,Mary Wollstonecraft Shelley 
6671,id25749,"And as I stood there looking in terror, the wind blew out both the candles in that ancient peaked garret, leaving me in savage and impenetrable darkness with chaos and pandemonium before me, and the daemon madness of that night baying viol behind me.",HP Lovecraft
583,id16966,"The chamber was full but there was no Protector; and there was an austere discontent manifest on the countenances of the leaders, and a whispering and busy tattle among the underlings, not less ominous.",Mary Wollstonecraft Shelley 
13517,id00673,I was then only twenty years old.,Edgar Alan Poe
9105,id17879,"Yet I will not die; alas how dare I go where I may meet Diana, when I have disobeyed her last request; her last words said in a faint voice when all feeling but love, which survives all things else was already dead, she then bade me make her child happy: that thought alone gives a double sting to death.",Mary Wollstonecraft Shelley 
6587,id25436,But for all of their monstrousness they were not unfamiliar to me.,HP Lovecraft
5674,id00362,"Joe Slater was indeed awaking, though probably for the last time.",HP Lovecraft
16141,id14890,"I cherished hope, it is true, but it vanished when I beheld my person reflected in water or my shadow in the moonshine, even as that frail image and that inconstant shade.",Mary Wollstonecraft Shelley 
7739,id17472,"As before, he dreamed first of the village that was asleep or dead, and of the abyss down which one must float silently; then the rift appeared again, and he beheld the glittering minarets of the city, and saw the graceful galleys riding at anchor in the blue harbour, and watched the gingko trees of Mount Aran swaying in the sea breeze.",HP Lovecraft
12553,id24407,"""One"" said the clock.",Edgar Alan Poe
17084,id19957,"""The moon's actual distance from the earth was the first thing to be attended to.",Edgar Alan Poe
11858,id05081,No arm is without hair.,Edgar Alan Poe
6503,id16103,"But in the corridors that followed the suite, there stood, opposite to each window, a heavy tripod, bearing a brazier of fire that projected its rays through the tinted glass and so glaringly illumined the room.",Edgar Alan Poe
18048,id13863,"West was a materialist, believing in no soul and attributing all the working of consciousness to bodily phenomena; consequently he looked for no revelation of hideous secrets from gulfs and caverns beyond death's barrier.",HP Lovecraft
19333,id06969,Whether I believe them now I honestly do not know.,HP Lovecraft
17638,id16631,"I had been assured that the old man could do nothing but hint at wild, disjointed, and incredible legends, and I had been warned that the natives made it unsafe to be seen talking to him; yet the thought of this aged witness to the town's decay, with memories going back to the early days of ships and factories, was a lure that no amount of reason could make me resist.",HP Lovecraft
12366,id11993,"His sole garments were a stock of nine inches in height, and a nearly new drab overcoat which had formerly been in the service of the tall, stately, and illustrious Dr. Moneypenny.",Edgar Alan Poe
13918,id15588,In the first place I considered the manner in which the parchment had come into my possession.,Edgar Alan Poe
3688,id00315,"I shall say nothing more upon this point; and, as the evidence fully rebuts the assertion of L'Etoile, touching the matter of apathy on the part of the mother and other relatives an apathy inconsistent with the supposition of their believing the corpse to be that of the perfumery girl we shall now proceed as if the question of identity were settled to our perfect satisfaction.""",Edgar Alan Poe
10291,id10657,"When these circumstances were reported to Raymond, he caused minute observations to be made as to what was doing within the walls, and when his scouts returned, reporting only the continued silence and desolation of the city, he commanded the army to be drawn out before the gates.",Mary Wollstonecraft Shelley 
18269,id11617,"Without his hat he took on an aspect of extreme age which was scarcely visible before, and I wondered if this unperceived mark of singular longevity were not one of the sources of my original disquiet.",HP Lovecraft
1761,id02234,"""And the numerous temples, sumptuous and magnificent, may bear comparison with the most lauded of antiquity.""",Edgar Alan Poe
10310,id03084,"My slight fall had extinguished the lantern, but I produced an electric pocket lamp and viewed the small horizontal tunnel which led away indefinitely in both directions.",HP Lovecraft
2477,id15382,"Up the long drive rolled the coaches of the Boston gentry, whilst on foot came a numerous assemblage of powdered exquisites from the neighbouring mansions.",HP Lovecraft
2213,id06389,"He dismissed his servants there, only telling them that he had a sudden call of business and that they were to obey me as their mistress untill his return.",Mary Wollstonecraft Shelley 
3050,id27194,"Gradually the object of fear sank beneath the horizon, and to the last shot up shadowy beams into the otherwise radiant air.",Mary Wollstonecraft Shelley 
17556,id10733,Never for one moment when most placid did I cease to pray for death.,Mary Wollstonecraft Shelley 
14621,id09605,"Night approached, and we were overtaken by a storm.",Edgar Alan Poe
5590,id02774,They abounded in the most ultra German opinions respecting the duello.,Edgar Alan Poe
2154,id11222,"In his dream delirium Gilman heard the hellish, alien rhythmed chant of the Sabbat coming from an infinite distance, and knew the black man must be there.",HP Lovecraft
9189,id12194,The one midway is Moskoe.,Edgar Alan Poe
13168,id07335,And have I not told you that what you mistake for madness is but over acuteness of the sense?,Edgar Alan Poe
14586,id11744,"""That is my least concern; I am, by a course of strange events, become the most miserable of mortals.",Mary Wollstonecraft Shelley 
4654,id14636,"I was willing enough to stay mute while the affair was fresh and uncertain; but now that it is an old story, with public interest and curiosity gone, I have an odd craving to whisper about those few frightful hours in that ill rumoured and evilly shadowed sEdgar Alan Poeort of death and blasphemous abnormality.",HP Lovecraft
